Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
1.0,"Wow is one word if I want to describe my feelings after finishing A Dance with Dragons!!  You get to travel with your favorite characters that you love (or love to hate) through remarkable journeys that take your breath away. Your favorite characters dissapoint you (again) with bad decisions. The characters you hated surpise you making you feeling bewildered and confused about them. You meet less recognized characters that now play important roles in the development of the story. You get to know more about different people, exotic places, and cultures; about mysterious Children of Forrest and Giants. ....and much much more. This book is almost magical. I loved it and cannot wait to see what happens in the next book.",09/14/2012 0:00,A great addition to A Song of Ice and Fire series!,5.0
1.0,"Great pickup for a fan of this revolutionary Civil War documentary or just the Civil War in general. It's an easy read, and follows the episodes verbatim. I love having the text, so I can use specific information or quotes for my classes that I teach which includes a course on the Civil War. The seller sent it immediately, and it was in GREAT condition for &#34;very good&#34;. LOVE IT!!!",08/29/2015 0:00,Required Addition for Fans if the Doc,5.0
,"Here we have a talented author with no control of his material, and little grasp of the factual reality that would have tamed this sprawling, ambitious historical novel into a coherent narrative.His first mistake was choosing an unwieldy narrative structure: episodic interior monologues told by a large cast of characters, none of whom is important or compelling enough to carry the plot. Effectively there *is* no plot, just an insufferable run of lurid scenes that purport to depict mainly poor, mainly Irish, New Yorkers, during the so-called \Draft Riots\"" of July 1863. There are also flashbacks and epilogues. We get a phantasmagorical rendering of the 1840s Potato Famine that is like a post-apocalyptic science-fiction dystopia out of Cormac McCarthy; a fantasy negro shantytown",,it's no time to be experimental. Be nice to your readers; be clear and concise. Give them a world that seems comprehensible and familiar. At least until they know the lay of the land.And so on to Problem Two: the lay of the land in this tale is never certain,
0.0,"Lucy Sullivan goes with some colleagues from work. Meredia (who's over weight with a loud dress sense) Megan (beautiful, rude and Australian) and Hetty a hard working posh middle aged woman to a fortune teller in a dodgy part of London City. The fortune teller tells Lucy that within the year she will be married. Eventually she begins to believe this is true especially when she meets what she regards her ideal man. Gus.We also meet Lucy's best friend Daniel who helps her through her struggle with Depression (Marian Keyes can even make you see the amusing side of depression among other things), Lucy's flat mates arrogant, bitchy Karen and Charlotte sweet, blonde and not very smart.This book is told in Keyes usual humour. Loved it!!",09/15/2010 0:00,A fab read,5.0
0.0,I consider the easy references to the crimes committed in the Deborah Knott books as non violent and no sexual content even though there is some of each but compared to stuff that is out there now-and so graphic....these books are mysteries first with entertaining stories and family sidelines. The &#34;sex and violence&#34; are almost not there.,08/29/2015 0:00,I consider the easy references to the crimes committed in the Deborah Knott ...,5.0
0.0,Great,08/28/2015 0:00,Five Stars,5.0
2.0,"I always have high hopes for Victoria Alexander, but recently her books have been wildly uneven endeavors. Her earlier novels made her a favorite of mine and hooked me (along with Julia Quinn & Suzanne Enoch) on romances. Sadly, this book is only so-so.It started out with a bang, and the dialogue was splendid. I adored Nicholas' scene playing pirate with her boys. Indeed, Nicholas is pretty darn great most of the time.  But Elizabeth is trying--yes, her vase-throwing was very annoying--and I wasn't crazy about her as a mother. She has good moments, but I think she's the weakest link in this book.I have to call the book average -- and that's not a good thing for this writer.",01/09/2005 0:00,Uneven,3.0
0.0,Purchased for my son's english class,08/29/2015 0:00,Five Stars,5.0
3.0,"After the early death of her adventurous (and eccentric) Aunt Peg, Ginny embarks on a trans-Atlantic romp that brings her from London to Greece, Rome, Copenhagen (and back again) by way of instructions in thirteen envelopes written by Peg to recreate her own travels through Europe. Worried that her beloved niece has been too quiet and shy for far too long, Peg develops the envelope adventure as a way to bring Ginny to a totally new place -- and give her the ride of her life -- after she is no longer there to guide her into adulthood.I really enjoyed Maureen Johnson's 13 LITTLE BLUE ENVELOPES, though I felt as though there was a disconnect between Ginny and everyone around her. Because the book was told in third person and we weren't privy to Ginny's private thoughts, the book seemed to amble along and keep us totally separate from our main character. She seemed numb -- someone emotionally stunted. And after she meets boisterous and talented actor Keith in London, we only find out she's somehow interested in him through a letter she writes to her best friend . . . a person we never actually meet. It was just a whole lot of telling and not enough showing for my taste. At the end of the novel, I still felt like I didn't really knew Ginny at all.But that being said, I can't say I didn't like this book . . . I really did. I loved the glimpses of European cities, especially the ones I've visited, like London. Ginny's adventures in England were especially memorable, as was the friendship she strikes up with Richard, a man from Peg's past. Aunt Peg's letters were really interesting, and I found myself reading compulsively to see where they would guide her next. The characters she met along the way were fun.This was definitely an easy read -- I finished it fast. Perfect for a car or plane ride. I would have liked a little more resolution at the end of the novel -- what happened with the love interest? that was just it? and what's going to happen to Ginny now? -- but my fun reading about the international locations saved it for me.",07/31/2009 0:00,"Nice travel read, but a bit of a disconnect with main character",4.0
0.0,"I lived in Ukraine for two years, and every time I read this book it brings me back to a wonderful era in my life. Besides that, this is a hilarious and heart-wrenching debut. I've lost count how many times I've read it, but it doesn't matter: It's just as good every time.Great stuff.",01/28/2009 0:00,Brings me back to Ukraine every time,5.0
1.0,"Beautiful storytelling of an immigrant's tale. There are no words anywhere but on the title pages, but the meaning and depth of the story is not lost at all. Tan's illustrations are so steeped in emotion and narrative, you'll be sucked in until the very end.",08/28/2015 0:00,Beautiful storytelling of an immigrant's tale,5.0
0.0,Excellent book for the young mind. I bought my neice a sit was 1 of her summer reading assignments. She enjoyed the story. It was a perfect read for 7 year old.,09/09/2013 0:00,Enjoyable story about freckles,5.0
0.0,Love it,08/27/2015 0:00,Five Stars,5.0
0.0,This was a nice book. It was much like the other books in the governesses series but it was still sweet and an enjoyable read.,08/10/2005 0:00,My Favorite Bride,3.0
,Review by Jonathan:\In our dark time,," R. J. \""The Future of Immortality\""",
0.0,"Short read, but awesome.",08/30/2015 0:00,but awesome.,5.0
1.0,"I LOVED the chapters being from Tris's and Four's points of view. It was hard to follow at first, but by the fourth chapter it was great.As upsetting as the end was, it had to be done. Had she allowed Caleb (who I still think Four should have beaten to a pulp) to continue he wouldn't have had the nerve to go through with it, especially once facing off with David. Not to mention, that was just the type of person Tris was.Kudos to Veronica Roth for doing what should have been done at the end of the Harry Potter Series.",10/28/2013 0:00,She had the nerve-Spoilers!,4.0
0.0,"I thoroughly enjoyed all of Sgt. Barry Sadlers' books.  The best of all of them were the ones in the series<br />about Casca, the Eternal Mercenary.",08/27/2015 0:00,I thoroughly enjoyed all of Sgt,5.0
1.0,Buena,08/30/2015 0:00,Five Stars,5.0
4.0,"You wouldn't think anything more could be written about crocheting, given it and knitting's increasing popularity in recent years, but there is always someone out there coming up with new ideas.  This book is for kids, and what I like about it is that it is broken up very well.  One stitch builds upon another, increasingly getting more complex, as the book goes on.  Each introduction of a new stitch is followed by several projects, which allows the budding, young crocheter to practice and, at the same time, produce something she or he can wear.  Kids get bored quickly, so this is a very good idea.<br /><br />There are good how-to, or process photos, and the projects are modern:  a water bottle cover and carrier, a &#34;Felted Phone Pocket,&#34; for example.  There is even a nice little spin on the inevitable scarf project.  It actually is one of the more complex designs, a long solid color with 2 colorful &#34;granny squares&#34; at each end.<br /><br />I have the praise whoever was responsible for including a boy in the photos of kids involved in the projects, too.  Crochet doesn't just have to be for girls.<br /><br />I'd definitely pick this up for the kiddo in your life who wants to learn to crochet.<br /><br />I was given a copy of this book to review.",08/26/2015 0:00,and what I like about it is that it is broken up very ...,5.0
,"Wrote this review for the Livermore Public Library 2013 Summer Reading Program:Blow up a bridge. That is the mission assigned to Robert Jordan.Blow it up at at the perfect time for it to be blown up, and that time is not set... he must know when to do it, and he has to figure that out himself.This is how the story of Robert Jordan, an American Expatriot opens, in the midst of the backdrop of the Spanish Civil War. Hemingway does a great job setting the scene, describing just enough detail to put you there. He also manages to give you a nice taste of Spanish culture, and it's various attitudes.The Spaniard's love of seafood is featured in Pilar's description of Valencia, Spain is second only to Japan in seafood consumption.What is very interesting is the dialogue. Hemingway goes to great lengths to accurately translate the way Spaniards speak to each other with formality. There are a lot of Thee's and Thys, and the structure of the speech is a little difficult to get used to.It took me a while to understand why I kept reading things like \I have indescribable and unprintable and I have forgotten the obscenity password.\"" Indescribable",,and Robert Jordan,1.0
,"Very well written, but it's just too much for an average reader to try to refute the theories by \reviewing the literature\"" like some readers try to do.Maybe there is a genetic difference between people/races? To me",,01/13/2009 0:00,
3.0,This is my best book on mead making. I love the chapter on designing your own recipes - lots of great information. I was able to use the information to create a worksheet in Excel for designing my own recipes. All of the information contained is relevant to making the best meads.,08/28/2015 0:00,Great Book,5.0
,"I read this book for information on the Iran-Contra Affair.  It turned out to be much more ... over 400 pages that also contain much Oliver North's bio as well as many insights into the workings of government.  It was very well written although I really was more interested in the abbreviated version; therefore, I skimmed it.  Let me just mention one anecdotes that featured little Dornin who, against her father's wishes, took some cookies out to the \-porters\"" in the back yard.  When reprimanded",," I found plenty and came away with a better understanding of the whole situation.  On to the next book...""",
4.0,"This is the spoiler free review.I loved Divergent and Insurgent I've read both of them a few times.  I know that it isn't the strongest world building and some of the stuff is so far from real, but I like the spirit of the story so much I really let that go.  I enjoyed the idea factions and simulations and breaking out of your norms to be something more.Allegiant wasn't the book I hoped it would be.  Part of that is my fault of course for being so excited about it the other part is the direction the author took in the story.  It is a departure from some of the things I really loved in the first two books.  There is definitely not as much action in this one and some of the things that happened I thought were mistakes characters had already made in Insurgent and I thought they had already learned those lessons in a hard enough way they would not repeat them.That said the overall story is enjoyable I got to have some FourTris cuddle time and relationship development that I really liked.--  I fell in love with him.  But I don't just stay with him by default as if there's no one else available to me.  I stay with him because I choose to, every day that I wake up, every day that we fight or lie to each other or disappoint each other.  I choose him over and over again, and he chooses me.Seeing the world from both Tris's and Tobias's POV went well for me.  I knew Tobias was a flawed character so I wasn't surprised to see some of his struggles while others seemed a little off the mark.  There is a resolution of sorts with Caleb.  We get to see what is outside of the fence, it isn't at all what I thought it was.  Christina became a character I loved even more along with Cara.  There are new bad guys and new problems to deal with.  But the overall storyline just missed the mark with me a little.  It seemed a little like filler to get to the Big Event.I will say that the writing right before and after the Big Event is some of the best I've read from Roth and while I didn't like the direction the story took I respect that as the author that is where she chose to go and she at least wrote those parts beautifully.  The last 15% of the book is absolutely beautiful even if I didn't like where the story went.  But congrats to VR for doing something different with her story.My entire problem I think is that VR didn't make me believe in her ending.  I forgave some plot holes but the resolution between Evelyn and Tobias almost seemed like a cop out.  I did however like the arrangements between the Allegiant and Factionless at the ending.I will probably never read this one again even though Divergent is still one of my favorite books.  There is a definite ending and epilogue so we are not left hanging like in a few other dystopia trilogies I've read.Here is my silly math on how I came to my rating.  4 Stars for the commitment of the author to the ending she wanted, 1 Star for how I felt after finishing the book, 2.5 Stars for the overall outside the fence story line, and 5 stars for beautiful writing of the last 15% of the book.  (4+1+2.5+5)/4 = 3.125 so I'll just round down to 3 Stars total.If you would like to see my full review with spoilers please go to [...]",10/23/2013 0:00,Not What I Expected,3.0
,"Ms. Enoch is a truly talented author but her latest offering has fallen a bit short of what she normally provides her readers.  Overall this was your typical regency set romance.  What was not typical was the unlikable heroine Eleanor.I wanted to like Nell.  I truly did...but she came off as petulant, spoiled, and self serving.  These were just some of her finer qualities!  She wants one thing but ignores her inner voice when it tells her she is about to partake in a particular activity that perhaps she would be better off avoiding.  The fact that she does the exact thing (not thinking and acting like a twit at the ripe old age of 21) that her brothers were \protecting\"" her from does not increase her \""likeability factor\"" at all.  For the entirety of the read she \""wants\"" one thing but doesn't know what it is.  Okay.  But does she take time to figure out what that \""something\"" is?  The answer is no.Valentine on the other hand is your typical rake hero.  He lives a life that is well...rather colorful and he has no real use from woman (this is part of his past) and so when Eleanor's brother calls in a favor and asks Valentine to \""watch\"" over Nell to make sure that she doesn't bring scandal to the proper Griffin name",,60,
0.0,I'm on the first book. I haven't read this yet but I have a feeling I will like this. A 4 for it.,02/15/2014 0:00,I haven't read it. But I'm going to.,4.0
0.0,Great book.,08/30/2015 0:00,Five Stars,5.0
5.0,"When I read this book about 8 years ago it completely rocked my world.  Is it realistic?  No.  Does Rand over-simplify the world into mere black & white?  Yes.  Is it preachy?  Certainly.Now I can see how these aspects of it would turn off alot of readers, but I think the thing that still makes it a masterpiece is that it is such a unique outlook.  Howard Roark is the ideal hero of anyone who tries to swim against the stream in their art, business, etc.  His attitude is not one that you could live by on a day to day basis, and yet, it is a refreshing outlook because the creation is coming from within.Although Rand oversimplifies the good/evil dichotomy to the extreme, it still works in this book.  It is not trying to be the real world, and yet many of the things you see in this book will certainly remind you of the real world.There are certainly alot of Peter Keatings in the world.  People who are afraid to think for themselves, or take a stand.  Sadly we often knock down the visionary Roark's of our world.Anyways, read it for your self and see what you think.  This book is an inspiration to me and I've read it about 5 times.  It certainly has it's flaws (like Dominique), but all in all, if you like a good root for the underdog story, this is about as good as it gets.Also, from a literary standpoint I think it is pretty masterfully written.Howard Roark laughed.",02/14/2006 0:00,For the sake of art,5.0
,"As this is my first book written by Richard Fortey I didn't quite know what to expect from this British paleontologist.  Part science, part history and autobiography,  Trilobite is written with a poetic slant that can take the reader off on some of the author's personal musings on a variety of subjects that are seemingly unrelated to trilobites but, sooner or later, he reveals the connection.  Fortey's first job as a professional paleontologist was at a museum, a dream come true, \Getting paid for what I loved doing!\"".  I found the chapter on museums and the process of naming a new species to be to be very interesting",,plated with Iron Pyrite,
12.0,"After waiting almost breathless for several months for this to release, I devoured Allegiant in a few hours...and it left me hollow.No, I wasn't expecting a Happy Ever After. But, after spending two book building up great characters and developing interesting plot lines this book just watered them down, tied them up in a neat bow, and offered up an easy ending. I cried, yes. Not because of the what happened at the end, but because the story didn't deliver on its promises and I'm left unfulfilled.Where is the kick-ass, confident, risk taking from solid gut instinct, Tris that I grew to love?Another reviewer nailed it: this is just another version of Divergent--only not as interesting. Do yourself a favour and don't read this book. Make up your own ending, it's bound to be better. :/",10/23/2013 0:00,Watered down Divergent plot line. Make your own ending up--it'll be better.,1.0
11.0,"As I cracked open this book, it occurred to me that I had not read a new Tyrion chapter in over TEN YEARS. That's part of the problem.The first three books of this series were awesome. Martin set the bar very high.Book four was a disappointment, but only relative to the first three. In preparations for this fifth volume, I reread the first four. I was surprised by how much I liked the widely-panned book four. It's still Martin. It's still excellent. But the pace and story progress is much slower.Book five is a similar experience. There's good stuff here, but it's slow in coming. With upward of a dozen point-of-view characters, nobody's story moves particularly quickly.A lot of the criticism of this book is based upon expectations and frequency. If Martin released a book like this one every 12-18 months, most of his readers would be thrilled. It would be like a slow but steady march towards a conclusion. With a five year wait for book four and a six year wait for book five, the lack of progress is excruciating. It's like Stannis marching on Winterfell.There's not much of a solution to this problem, short of Martin putting more of his time into this series. The man is 62 years old, and I, for one, do not want to read Brandon Sanderson's ending to A Song of Ice and Fire.",08/28/2011 0:00,"Still good, but at a much slower pace",3.0
1.0,This was a quick read with promising characterization. The mystery was engaging but what interested me the most was the main characters Duncan and Gamma  Since Duncan was mostly on his own in this story I am eager to have them back in their work routine investigating together. I have already purchased the next book.,02/24/2013 0:00,Engaging characters,4.0
0.0,"I love this book.  You should know, though, it is a grandma who is the mother of the dad.  The only other really specific detail in it is that she made a flannel blanket for the baby.",11/11/2012 0:00,Wonderful!,5.0
0.0,Just as expected and just in time for class,08/30/2015 0:00,Five Stars,5.0
0.0,"I was completely captivated by the writing, the stories and the insights, so much so that I had to read them all. You don't have to be a psychotherapist to be drawn in.",08/30/2015 0:00,"I was completely captivated by the writing, the stories ...",5.0
0.0,"its okay, but does anyone know where I can find the answers???",08/27/2015 0:00,Three Stars,3.0
1.0,"Bought this as a request for a friend who had seen the movie and wanted to have the book as part of her Margaret Mitchell collection. Buying from Amazon guaranteed that the item was shipped on time, well packaged and equally was budget friendly.",10/20/2011 0:00,Gone with the Wind,5.0
13.0,"I can't stand publishers (who could it be but the publisher? no honest translator would dare) who change perfectly good titles in an attempt to pander to a certain market--in this case to the mass market for Hollywood Holocaust fare like __Sophie's Choice__ and __Schindler's List__. Nobody who knows Levi would need a title like __Survival in Auschwitz__ to know what his book is about, and those who don't know him are likely to be put off, as I was for a long time, by a title cooked up by a bunch of idiots in a marketing department.I recommend reading an edition that translates the original, much more evocative title word for word: __If This Is a Man__. And don't forget to read __The Truce__ as well. Its last chapter is all the more powerful after a reading of both books.",04/17/2005 0:00,Good Levi; irksome title change,2.0
0.0,Well-written.  Really different. A fascinating view of Henry VIII and the people who surrounded him.I'm off to the library to get the sequel this afternoon.,10/06/2013 0:00,Hard to put down.,5.0
1.0,"EVERYTHING IS ILLUMINATED by Jonathon Safran Foer was an enjoyable read and I found myself laughing out loud about every third or fourth page, despite the fact that it deals with the Holocaust and Jewish oppression in general.  Foer has a gift for making the hideousness humorous, without condescension or a lack of empathy and respect.  At times Foer's experimental ventures seem more imitative than original, but he never fails to simultaneously make one think deeply while being entertained.  The Ukrainian/English dialogue alone is worth owning this book.I recommend EVERYTHING IS ILLUMINATED to anyone looking for a serious story (sometimes difficult to follow) that keeps you smiling throughout.",02/03/2006 0:00,The Light's on and Safran Foer is at Home,4.0
0.0,Almost new as expected,08/29/2015 0:00,Four Stars,4.0
0.0,A must read for those interested in all things Indo-European.,08/31/2015 0:00,A must read,5.0
0.0,This is a classic. Everything you learned here is applicable to any personal project.,08/31/2015 0:00,Five Stars,5.0
0.0,"Good recipes, good explanations of the process, Useful book",08/31/2015 0:00,A good reference book,4.0
0.0,"Classic approach - very, very helpful. This is an excellent book to use if you really READ it and do the exercises as suggested to gain significant confidence in your writing style and writing voice.",08/28/2015 0:00,"Classic approach - very, very helpful for those who WILL read it and do the exercises.",5.0
0.0,"I've read both of his books which are shown on Amazon. This is the better of the two and it is the first in the series. It is a duo. One is Tom Harper, who is a NYPD detective with anger management problems. He is compelled to see NYPD psychologist Denise Levine. Tom and Denise soon realize they share the same passion towards hunting psychotic murderers. Their first case is a doozy with a killer who takes every twist and turn. I enjoyed it and kept at it until I'd finished. I read a lot of these kinds of books. There is nothing terribly new or different about this series but Stark does is well. I then read his next book, 88 Killer, which started out well enough but this time it was so easy to guess who the killer was that I was wondering what was wrong with Harper and Levene. I would probably try a third book of his.",08/31/2015 0:00,"Dynamic Duo: Harper, NYPD detective with anger management problems & NYPD psychologist Denise Levine",4.0
3.0,"In charting the place of mankind in the universe Timothy Ferris explores as different topics as history, evolution, physics, mathematics, cosmology, theology or philosophy and that from the Big Bang over the Greeks to the end of the 20th century.Within this tour-de-force I would like to emphasize a few extremely important statements.First, the importance of Godel's incompleteness theorem:'there is not and never will be a complete and comprehensive scientific  account of the universe that can be proved valid'.(p. 374)Secondly, the killing of the 'monstrous' philosophy of determinism (Einstein's belief) by quantum physics:'Quantum indeterminacy ... celebrates the return of chance to the fundamental affairs of the world.' (p.291)Thirdly, the all importance of symmetry in the gauge field theory with force as a medium to maintain the invariance and particles as messengers of symmetry.When one reads a book about the fate of mankind in (or and) the universe, one encounters nearly always approaches from new angles. Timothy Ferris' book is in that league.I have only one small remark: the short personal biography of Einstein is not correct.Not to be missed.I also recommend strongly the works of Lee Smolin and Richard Dawkins.",05/21/2004 0:00,"The more we know, the more we see how little we know",5.0
0.0,Interesting book for using bold colors,08/31/2015 0:00,Four Stars,4.0
,"This is a very educational book for lay readers interested in science, particularly in physics, to know the current scientific understanding of particle-physics and our universe. The author, a Harvard professor of physics, writes at the end of the book: \If",,however,
2.0,did tris and uriah just HAVE to die? they were the best characters in the book. and tobias iz all bitchy and uh no.. but still. I HATE WWHERE MCS DIE.,03/06/2014 0:00,dwaths,1.0
0.0,"A special thank you to Random House and NetGalley for an ARC in exchange for an honest review. Also purchased the audiobook version.<br /><br />Karen Robards returns with her much awaited (Dr. Charlotte Stone #4) installment THE LAST TIME I SAW HER, continuing with a mix of mystery, intensity, paranormal, and ghostly romantic suspense with supernatural intrigue.<br /><br />&#34;His eyes are the wrong color. They should have been sky blue. They weren’t. they were a hazel shade of brown. It has to be him. Who else could it be?&#34; Michael?<br /><br />Charlie had been told there were five stages of grief: denial, anger, bargaining, depression, and acceptance. It had been seventeen days since Michael had disappeared and she went right to the third stage. She would do anything to see him. Please let it be him. She has to face it. This gorgeous man is not Michael.<br /><br />Dr. Charlotte (Charlie) Stone. She is a psychiatrist, conducting research on a government grant, studying the psychology of serial killers. Madness and murder invaded Dr. Charlotte Stone’s life when she was just a girl—and made her a woman determined to save others from the horror she survived.<br /><br />She studies patterns. Charlie, a serial killer expert hears voices and can see ghosts of those who suffer from a violent death, studies behaviors of serial killers and works closely with the FBI.<br /><br />Michael had been one of the serial killer she was studying. He insisted he was innocent. He had gotten himself murdered. He had come back as a ghost to haunt, taunt, and otherwise make her life miserable until she’d made the truly colossal mistake of falling in love with him. Michael Garland. As time goes along, she starts believing in his innocence.<br /><br />Now she is standing in front of a man. He says his name is Rick Hughes-a criminal defense lawyer. The client he is representing was charged with murdering his girlfriend. In the course of investigating they discovered it was identical in every significant detail to those committed by a serial killer known as the Southern Slasher, known as Michael Garland. However, he was in prison at the time of the murder.<br /><br />The last thing in the world she wants is to talk to him about anything. How can she look at him or discuss Michael? After all, her psychic friend says she is certain Michael’s soul had been terminated after he was snatched away. Could this man be his, brother or a twin? After Michael had been adopted at a young age—could this be the answer?<br /><br />Next Charlotte finds herself in the middle of a prison break and she is taken hostage. Will Michael’s ghost save her this time? Time travel? A spell? The graveyard? An illusion? Is he real? Spirits? Is there a bigger conspiracy which will help clear Michael’s name?<br /><br />All the while, Michael had wanted her to quit her dangerous line of work. Will receiving the NARSAD award, encourage her to follow her passion and start writing? Charlie and Michael will transport you with their love, passion, and romance. Their path? Will they get a HEA?<br /><br />If you have read any of Karen Robards’ books and the previous ones in the Dr. Charlotte Stone series, you can expect complex, multi-layered, mysterious, intriguing, suspenseful, passion, and romance with a paranormal twist. Would recommend reading the previous books in the series to get the big picture; otherwise you may think you are nuts, and have lost your mind.<br /><br />Fans will be pleased with the wrap up, enjoy revisiting with Tony and Tam, and the hot intensity between Michael and Charlie!cal in every significant detail to those committed by a serial killer known as the Southern Slasher, known as Michael Garland. However, he was in prison at the time of the murder.<br /><br />The last thing in the world she wants is to talk to him about anything. How can she look at him or discuss Michael? After all, her psychic friend says she is certain Michael’s soul had been terminated after he was snatched away. Could this man be his, brother or a twin? After Michael had been adopted at a young age—could this be the answer?<br /><br />Next Charlotte finds herself in the middle of a prison break and she is taken hostage. Will Michael’s ghost save her this time? Time travel? A spell? The graveyard? An illusion? Is he real? Spirits? Is there a bigger conspiracy which will help clear Michael’s name?<br /><br />All the while, Michael had wanted her to quit her dangerous line of work. Will receiving the NARSAD award, encourage her to follow her passion and start writing? Charlie and Michael will transport you with their love, passion, and romance. Their path? Will they get a HEA?<br /><br />If you have read any of Karen Robards’ books and the previous ones in the Dr. Charlotte Stone series, you can expect complex, multi-layered, mysterious, intriguing, suspenseful, passion, and romance with a paranormal twist. Would recommend reading the previous books in the series to get the big picture; otherwise you may think you are nuts, and have lost your mind.<br /><br />Fans will be pleased with the wrap up, enjoy revisiting with Tony and Tam, and the hot intensity between Michael and Charlie!",08/26/2015 0:00,"Mystery, intensity, paranormal, and ghostly romantic suspense with supernatural intrigue!",4.0
50.0,"Thank you Jim Wallis. This book is wonderful and thought-provoking. Religion is not conservative at the expense of progressive thought and religion is not progressive at the expense of conservative thought.One of the messages here in regards to religion is that sometimes one faces a choice between being of service to other human beings on one hand or making a moralistic conservative argument on the other hand. It is my reading of all of the major world religions that they have developed in service to humankind. Just because a person says that they are religous does not make it so. Your religion and your morality are in your actions, not in your words.",01/23/2005 0:00,"Wow, Hang On Tight, This Book Has It Correct - What A Ride",5.0
0.0,"Fantastic textbook that taught me a lot about race, race relations, history, and theories on how to counsel the culturally diverse.",08/28/2015 0:00,Fantastic textbook that taught me a lot about race,5.0
0.0,"PHILLIPA GREGORY IS A GOOD STORY TELLER. I HAVE READ SOME OF HER BOOKS, AND WILL MOST LIKELY READ MORE OF HER STORIES.",02/27/2013 0:00,BOOK WAS DELIVERED BY DATE PROMISED. COVER WAS A LITTLE TORN,5.0
5.0,"Cleverly named book... It doesn't just cover Crichton's geographical journeys, it covers his internal journeys as well... The book starts off with Crichton in university and describes not only his experience as a medical student, but also how he blossumed into the successful author that he is! It was fate (and a bit of heritage...).But apart from his travels all over the world, it is fascinating to start reading about his experimentation with the pychic world and all. True, there is a bit of a &quot;I tried and tried and nothing seemed to happen, then suddenly it did&quot; air about his experiences, a vague cynical suspicion (on my behalf) that is sounded terribly like a 'growing up in California' experience, and one had to wonder, would Crichton have done what he did if he hadn't been so successful so young in life... But, the fact is he did, and as long as you are an open minded individual this book will be a very interesting read!If on the other hand, you are looking for a straightforward autobiographical account of rags to riches and writers angst of an amazingly successful and thoroughly readable author, you will be disappointed. This book REALLY gives an insight into the Michael Crichton one wouldn't suspect from his fantastic and diverse novels and its actually, quite interesting...",06/26/2003 0:00,Well! This is a new side to Michael Crichton!,3.0
0.0,The book arrived in perfect condition!  It's exactly what I wanted and at an awesome price!!,08/27/2015 0:00,Five Stars,5.0
0.0,"It is the year 2010 and the Anglo-Hispanic Unity is the greatest force on Earth. Ruled over by Her Divine Majesty Gloriana, Queen Elizabeth XXX, the Unity is defended by a mighty army and navy and also by the forces of the Magickal Arte, rediscovered five centuries ago by Leonardo of Vinci. Technology has stagnated, but the Arte has flourished under the control of the Church.Sir Rupert Triumff, lately returned from a mission of discovery in which he discovered a land named Australia, is a noted adventurer and consumer of alcohol. Curiously reluctant to make a formal report to the Queen about his newly-discovered continent, Triumff is soon drawn into an attempt to thwart a murky conspiracy with a most foul goal. For the safety of the country, Triumff has to go undercover, aided by allies unlikely and most redoubtable, as he attempts to discover who is planning to use sourcery most foul to endanger the life of the Queen...Triumff: Her Majesty's Hero is the first original adult novel by noted comics and Warhammer 40,000 author Dan Abnett. One of the launch titles for HarperCollins' new imprint, Angry Robot, Triumff is a flamboyant alternate-history story with elements of George MacDonald Fraser's Flashman books mixed together with a slice of Blackadder and left to simmer over the stove of Very Bad Puns.Abnett has created a rollicking world (neo-Elizabethanpunk?) which is basically a mash-up of our own and that of the Elizabethan period. Gentlemen fight duels of honour, but may choose to employ Swiss Army swords (which have an unfortunate habit of replacing the sword blade with a potato peeler at inopportune moments during combat) in lieu of a standard rapier. Firearms are around, but still relatively primitive, whilst those versed in the Arte may employ significantly more powerful magical weapons as well.Triumff himself is a splendid hero, a colourful man of action perhaps a little too fond of the bottle but generally out to do the right thing. Interestingly, whilst the central character he does not exist in a vacuum and a number of other major characters feature throughout the book, such as Mother Grundy the witchlock (independent witches and warlocks have been outlawed, but there's a loophole), Triumff's girlfriend Doll, a 'noble savage' named Uptil who is more than he seems and the book's narrator, Wllm Beaver, esq, a stalwart fellow whose assistance to our heroes is laudable but who also suffers from perspective confusion (unsure whether to refer to himself in the first or third person, and settles for both, to much hilarity).Events unfold at a rattling pace, although rather than charging straight through the reader is advised to savour the comical lines, the almost-missed references to movies and other stories and the increasing prevalence of puns, which at times arrive at such a velocity that they batter the reader's cultivated stoicism to such a degree that they must eventually surrender and find themselves laughing to references to a religious order named the Exeter Terrestrials and a young London musical artiste known as the Diseased Rascal.The book ends on a triumphant note with a promise that Sir Rupert Triumff will return for further adventures, which I find myself looking forwards to immensely.Triumff: Her Majesty's Hero (****) is a superior slice of amusement and is available now in the UK from Angry Robot. Those of a Colonial persuasion can enquire for copies via Amazon.",10/07/2009 0:00,"For Queen and Country, to arms!",5.0
0.0,I was pleased with the product.,08/31/2015 0:00,Five Stars,5.0
