Name,URL,Price,Rating,Reviews,Description,ASIN,Details,Manufacturer
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNTE2MTQ2MDY4NzY5MzE0OjE2ODUyMDQ4OTY6c3BfYnRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204896%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹529,3.9 out of 5 stars,"15,945 ratings","SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",B085MHDJ93,"Product Dimensions: 21 x 33 x 48 cm; 600 Grams
Date First Available: 28 February 2020
Manufacturer: Amazing Bags
ASIN: B085MHDJ93
Item model number: bag for men
Country of Origin: India
Department: Unisex Adult and Child
Manufacturer: Amazing Bags, Half_Moon, New Delhi
Item Weight: 600 g
Item Dimensions LxWxH: 21 x 33 x 48 Centimeters
Generic Name: Laptop bag
","Amazing Bags, Half_Moon, New Delhi"
Impulse Seacon 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA0NTkyMzk4NDAyOTI4OjE2ODUyMDQ5NjQ6c3BfYXRmX25leHQ6MjAxNTk2ODE0NzE2OTg6OjA6Og&url=%2FImpulse-Seacon-Backpack-Business-Resistant%2Fdp%2FB0C1CS9HKH%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204964%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,856.00",3.8 out of 5 stars,4 ratings,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1CS9HKH,"Product Dimensions: 19 x 30 x 50 cm; 960 Grams
Date First Available: 3 April 2023
ASIN: B0C1CS9HKH
Item model number: Seacon Grey
Country of Origin: India
Department: unisex-adult
Item Weight: 960 g
Item Dimensions LxWxH: 19 x 30 x 50 Centimeters
Net Quantity: 1.00 count
",Not found
Impulse ImpExplore 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA0NTkyMzk4NDAyOTI4OjE2ODUyMDQ5NjQ6c3BfYXRmX25leHQ6MjAxNTk2ODE0NzE3OTg6OjA6Og&url=%2FImpulse-ImpExplore-Backpack-Business-Resistant%2Fdp%2FB0C1CTRPWF%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204964%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹749,Previous page,,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 45L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1CTRPWF,"Product Dimensions: 17 x 30 x 53 cm; 600 Grams
Date First Available: 3 April 2023
ASIN: B0C1CTRPWF
Item model number: ImpExplore 45 Black
Country of Origin: India
Department: unisex-adult
Item Weight: 600 g
Item Dimensions LxWxH: 17 x 30 x 53 Centimeters
Net Quantity: 1.00 count
",Not found
"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-67,₹849.00,3.8 out of 5 stars,"1,086 ratings",?WATER RESISTANT WITH 1 YEAR WARRANTY - Stylish and durable unisex travel laptop backpack that is your perfect travel partner. Size: 19 inch X 13 inch X 8.5 inch. Capacity : 35 liters. Backpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects<br><br>    Water Resistance Level: Waterproof; Strap Type: Shoulder Strap; Special Features: Laptop Compartment; Compartment Description: Up To 15 Inches; Age Range Description: Adult; Style Name: Classic; Pocket Description: Utility Pocket<br>    <br>    <br>    <br>,B08YR63B9M,"Product Dimensions: 21.59 x 33.02 x 48.26 cm; 550 Grams
Date First Available: 12 March 2021
Manufacturer: Akshaya Rubbers, Hebbal Industrial Area, Mysore
ASIN: B08YR63B9M
Item model number: Office Laptop Bag with Raincover
Country of Origin: India
Department: Unisex-adult
Manufacturer: Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998
Packer: PAZZO INDIA, 273 Hebbal Industrial Area, Mysore
Item Weight: 550 g
Item Dimensions LxWxH: 21.6 x 33 x 48.3 Centimeters
Net Quantity: 1.00 count
","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
Tinytot 26 Ltrs 46 Cms School Backpack,https://www.amazon.in/Tinytot-Polyester-Multicolour-School-Backpack/dp/B07KNT4WBQ/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-68,₹697.00,4.1 out of 5 stars,"2,708 ratings",For Girls & Women    Material:100 % Fine Polyester Fabric    Number of Compartment: 2    Water Resistant    Capacity: 26 Litre,B07KNT4WBQ,"Is Discontinued By Manufacturer: No
Product Dimensions: 32 x 18 x 46 cm; 465 Grams
Date First Available: 17 November 2018
Manufacturer: Tinytot
ASIN: B07KNT4WBQ
Item model number: SB028
Country of Origin: India
Department: unisex-adult
Manufacturer: Tinytot, www.adda3.com
Item Weight: 465 g
Item Dimensions LxWxH: 32 x 18 x 46 Centimeters
","Tinytot, www.adda3.com"
Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-69,₹899,4.0 out of 5 stars,435 ratings,"ROOMY ENOUGH BACKPACK FOR MEN: This laptop bag for men is ultra lightweight comes with three main compartment having the capacity of approx 55 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 4 main compartments to store all your essentials and 1 small front pocket to carry small accessories. It also features an Internal Organiser(small pockets inside a office bag for men / office bag for women).    COMFORT WITH QUALITY: This backpack for men has wide, padded and adjustable shoulder straps and padded back for comfort in carrying heavy items. The College Bags for men is stitched properly and Bartacks on every pressure point for extra durability. The backpack for men is made with strong yet light weight polyester fabric with heavy zippers. The laptop bag for men also comes with a Rain cover so that you can travel during rainy season without any problem.    PROUDLY MADE IN INDIA: Half Moon laptop bag for men is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this college bags for men is Made in India by Indians using Indian materials.    QUALITY OF BACKPACK FOR MEN: A major problem in many rucksack/office bag for men is that it get torn between your journey but this Rucksack is strong enough to hold even the heaviest of your items without any problem. It is made up of a strong polyester material, is stitched properly, and is bartacked on every pressure points for extra strength.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B09WDGZ32L,"Product Dimensions: 49 x 36 x 22 cm; 800 Grams
Date First Available: 24 March 2022
Manufacturer: Half_Moon
ASIN: B09WDGZ32L
Item model number: bags for mens
Country of Origin: India
Department: unisex-adult
Manufacturer: Half_Moon
Item Weight: 800 g
Item Dimensions LxWxH: 49 x 36 x 22 Centimeters
",Half_Moon
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-70,₹599.00,3.8 out of 5 stars,144 ratings,Material: Water Resistant Strong Polyester    Compartments: 2 with padding    Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 11 x 6 x 18 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPVCBFM7,"Product Dimensions: 15.5 x 28 x 46 cm; 650 Grams
Date First Available: 12 December 2022
Manufacturer: ADISA
ASIN: B0BPVCBFM7
Item model number: BP043
Country of Origin: India
Department: Men
Manufacturer: ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer: ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight: 650 g
Item Dimensions LxWxH: 15.5 x 28 x 46 Centimeters
Net Quantity: 1 Piece
Included Components: Laptop backpack and Rain Cover
Generic Name: Laptop backpack
","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"Lenovo 15.6"" Casual Backpack B210",https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-71,₹772.00,4.2 out of 5 stars,"27,023 ratings","Compatible With 15.6"" Laptop : The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    High Quality, Durable and Water Repellent Fabric : This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    Convenient Travel : Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use. Fits Up To (L x D x H) 255 x 22 x 362 mm    Conveniently Placed Padded Laptop Compartments and Packets : The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    High Quality, Casual yet Stylish Design : Very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    There might be minor color variation between actual product and image shown on screen due to lighting on the photography    In the Box : 15.6-inch Backpack    Country of Origin: China",B075Y72PHZ,"Is Discontinued By Manufacturer: No
Product Dimensions: 14.99 x 33.78 x 45.47 cm; 386 Grams
Date First Available: 23 February 2018
Manufacturer: Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157
ASIN: B075Y72PHZ
Item model number: GX40Q17225
Country of Origin: China
Manufacturer: Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157, 1. DONGGUAN NIDAIKE ELECTRONIC TECHNOLOGY CO.,LTD. No.38 Taikang Street,Baihao Village, Houjie Town,Dongguan City,Guangdong Province,China-523957 2. Talent Hill Industrial Co., Ltd. Room 811, 7th Floor, No. 19 East tricy clic North Road , Chao yang District, Beijing, China.
Packer: no 30,tachua road futian free trade zobehenzhen china
Importer: Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157
Item Weight: 386 g
Item Dimensions LxWxH: 15 x 33.8 x 45.5 Centimeters
Net Quantity: 1 U
Included Components: 1 Backpack
Generic Name: Backpack
","Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560157, 1. DONGGUAN NIDAIKE ELECTRONIC TECHNOLOGY CO.,LTD. No.38 Taikang Street,Baihao Village, Houjie Town,Dongguan City,Guangdong Province,China-523957 2. Talent Hill Industrial Co., Ltd. Room 811, 7th Floor, No. 19 East tricy clic North Road , Chao yang District, Beijing, China."
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,https://www.amazon.in/DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-72,₹339.00,3.8 out of 5 stars,"2,401 ratings","Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>    Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>    Utility: Office, College, School, Camping, Weekend trip, Day trip<br>    Accessories shown in the picture are not part of the bag.<br>    Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Strap Type: Shoulder Strap; Warranty Description: No Warranty; Age Range Description: Kid; Water Resistance Level: Water Resistant; Color Name: Nvy Blu-Wht; Closure Type: Zipper<br>",B07H1BPCGQ,"Is Discontinued By Manufacturer: No
Product Dimensions: 16 x 29 x 45 cm; 280 Grams
Date First Available: 28 August 2018
Manufacturer: Rushi Enterprise
ASIN: B07H1BPCGQ
Item model number: CLASY-NEWY BLU
Country of Origin: India
Department: Unisex Kids
Manufacturer: Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer: Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight: 280 g
Item Dimensions LxWxH: 16 x 29 x 45 Centimeters
Net Quantity: 1 Count
Included Components: School Backpack
Generic Name: School Backpack
","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876"
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-73,₹497.00,4.3 out of 5 stars,"12,775 ratings","Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex    Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps    Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks    Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket    Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry",Not found,,Not found
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-74,₹599.00,3.8 out of 5 stars,769 ratings,Lightweight yet durable backpack/daypack for school use or everyday outings    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Age Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester,B09B277CR5,"Product Dimensions: 32 x 46 x 16 cm; 350 Grams
Date First Available: 22 July 2021
Manufacturer: Safari Industries
ASIN: B09B277CR5
Item model number: SPARTAN19CBTEA
Country of Origin: India
Department: unisex-adult
Manufacturer: Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer: 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer: 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight: 350 g
Item Dimensions LxWxH: 32 x 46 x 16 Centimeters
Generic Name: Backpack
","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
Impulse Parkar 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA0NTkyMzk4NDAyOTI4OjE2ODUyMDQ5NjQ6c3BfbXRmOjIwMTU5NjcxODAyNDk4OjowOjo&url=%2FImpulse-Parkar-Backpack-Business-Resistant%2Fdp%2FB0C1H2PRCF%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204964%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,856",5.0 out of 5 stars,3 ratings,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1H2PRCF,"Product Dimensions: 20 x 33 x 49 cm; 950 Grams
Date First Available: 4 April 2023
ASIN: B0C1H2PRCF
Item model number: Parkar Black
Country of Origin: India
Department: unisex-adult
Item Weight: 950 g
Item Dimensions LxWxH: 20 x 33 x 49 Centimeters
Net Quantity: 1.00 count
",Not found
Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDA0NTkyMzk4NDAyOTI4OjE2ODUyMDQ5NjQ6c3BfbXRmOjIwMTU5NzAyMjQ5Mjk4OjowOjo&url=%2FImpulse-Impbee-Backpack-Business-Resistant%2Fdp%2FB0C1CSS81H%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204964%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹936,Previous page,,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 45L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1CSS81H,"Product Dimensions: 20 x 39 x 53 cm; 600 Grams
Date First Available: 3 April 2023
ASIN: B0C1CSS81H
Item model number: Impbee Navy Blue
Country of Origin: India
Department: Unisex-adult
Item Weight: 600 g
Item Dimensions LxWxH: 20 x 39 x 53 Centimeters
Net Quantity: 1.00 count
",Not found
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-77,₹376.00,4.3 out of 5 stars,"9,125 ratings","Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black    Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.    Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.    Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.    Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose",B07F2H25NP,"Is Discontinued By Manufacturer: No
Product Dimensions: 43 x 23 x 23 cm; 300 Grams
Date First Available: 20 November 2017
Manufacturer: Auxter
ASIN: B07F2H25NP
Item model number: AUX_GB_LE_BLACK -SE__0521
Country of Origin: India
Department: Unisex
Manufacturer: Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com
Packer: GEE KAY ENTERPRISES, PUNJAB, INDIA M : +91 8146718618
Item Weight: 300 g
Item Dimensions LxWxH: 43 x 23 x 23 Centimeters
","Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
30 L Waterproof Laptop/College/School/Office Bag Backpack for Men Women Boys Girls with Rain Cover (Navy_Blue),https://www.amazon.in/Waterproof-Laptop-College-Backpack-Navy_Blue/dp/B0BW9GWPYH/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-78,₹499,5.0 out of 5 stars,2 ratings,Colour- Black; Material- Polyester    Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper    Strap Type: Adjustable; Compartment Description: Up To 16 Inches; Water Resistance Level: Water Resistant    Strap Type: Shoulder Strap; Age Range Description: Adult,B0BW9GWPYH,"Product Dimensions: 42 x 32 x 17 cm
Date First Available: 20 February 2023
ASIN: B0BW9GWPYH
Item model number: AMERICAN
Country of Origin: India
Department: unisex-adult
Item Dimensions LxWxH: 42 x 32 x 17 Centimeters
",Not found
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685204964&sprefix=ba%2Caps%252+C283&sr=8-79,₹599.00,3.8 out of 5 stars,144 ratings,Material: Water Resistant Strong Polyester    Compartments: 2 with padding    Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 11 x 6 x 18 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPTV3795,"Product Dimensions: 15.5 x 28 x 46 cm; 650 Grams
Date First Available: 12 December 2022
Manufacturer: ADISA
ASIN: B0BPTV3795
Item model number: BP043
Country of Origin: India
Department: Men
Manufacturer: ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer: ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight: 650 g
Item Dimensions LxWxH: 15.5 x 28 x 46 Centimeters
Net Quantity: 1 Piece
Included Components: Laptop backpack and Rain Cover
Generic Name: Laptop backpack
","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
